num,time,x_data,y_data,z_data,name
1970,1615480264359,0.221,0.593,10.09,accelerometer
1971,1615480264378,-0.925,-1.344,11.258,accelerometer
1972,1615480264397,-1.119,-2.573,11.349,accelerometer
1973,1615480264416,0.316,-2.3,11.415,accelerometer
1974,1615480264435,4.112,-1.761,9.849,accelerometer
1975,1615480264454,6.588,0.035,5.974,accelerometer
1976,1615480264475,3.051,0.907,6.834,accelerometer
1977,1615480264494,2.301,0.816,9.316,accelerometer
1978,1615480264510,1.945,0.329,9.72,accelerometer
1979,1615480264532,3.057,0.053,9.007,accelerometer
1980,1615480264550,3.329,0.968,8.713,accelerometer
1981,1615480264571,2.039,1.021,9.622,accelerometer
1982,1615480264587,1.149,0.802,9.525,accelerometer
1983,1615480264607,1.878,1.053,9.617,accelerometer
1984,1615480264625,1.346,1.228,10.35,accelerometer
1985,1615480264644,0.431,1.286,10.979,accelerometer
1986,1615480264663,0.543,1.168,9.44,accelerometer
1987,1615480264682,0.316,1.141,7.574,accelerometer
1988,1615480264701,-0.087,1.15,7.849,accelerometer
1989,1615480264720,0.386,1.257,9.43,accelerometer
1990,1615480264739,0.715,1.496,11.346,accelerometer
1991,1615480264758,0.394,0.409,12.624,accelerometer
1992,1615480264776,1.265,0.059,10.195,accelerometer
1993,1615480264796,0.599,1.119,6.102,accelerometer
1994,1615480264815,-0.614,0.791,5.709,accelerometer
1995,1615480264834,-1.244,0.486,10.616,accelerometer
1996,1615480264853,0.101,0.537,14.428,accelerometer
1997,1615480264872,2.04,0.383,15.145,accelerometer
1998,1615480264891,1.673,0.049,15.187,accelerometer
1999,1615480264911,-0.013,-0.258,16.397,accelerometer
2000,1615480264930,-0.674,-0.657,16.172,accelerometer
2001,1615480264949,0.547,-0.397,12.661,accelerometer
2002,1615480264968,1.422,-0.421,8.472,accelerometer
2003,1615480264985,1.157,0.022,5.715,accelerometer
2004,1615480265004,1.091,0.128,6.428,accelerometer
2005,1615480265024,1.485,-0.376,7.114,accelerometer
2006,1615480265042,1.055,-0.265,8.097,accelerometer
2007,1615480265061,1.036,-0.633,9.396,accelerometer
2008,1615480265080,1.168,-0.228,10.586,accelerometer
2009,1615480265099,1.061,0.2,10.692,accelerometer
2010,1615480265118,0.581,0.452,9.414,accelerometer
2011,1615480265137,-1.345,1.269,8.037,accelerometer
2012,1615480265156,-1.299,0.837,7.993,accelerometer
2013,1615480265175,-0.271,0.749,9.182,accelerometer
2014,1615480265194,0.471,0.721,9.412,accelerometer
2015,1615480265213,0.748,0.936,9.279,accelerometer
2016,1615480265233,0.477,1.568,9.029,accelerometer
2017,1615480265252,0.776,1.524,8.697,accelerometer
2018,1615480265270,1.077,1.159,8.159,accelerometer
2019,1615480265290,0.704,1.582,8.395,accelerometer
2020,1615480265309,0.769,1.916,9.053,accelerometer
2021,1615480265327,0.87,2.05,10.169,accelerometer
2022,1615480265346,0.69,1.98,10.42,accelerometer
2023,1615480265366,0.444,1.949,10.257,accelerometer
2024,1615480265385,0.419,2.04,9.878,accelerometer
2025,1615480265403,0.896,2.091,8.85,accelerometer
2026,1615480265423,1.262,1.917,8.798,accelerometer
2027,1615480265441,1.163,1.78,11.055,accelerometer
2028,1615480265461,1.248,1.482,12.679,accelerometer
2029,1615480265480,1.604,1.114,13.292,accelerometer
2030,1615480265499,1.726,1.225,12.858,accelerometer
2031,1615480265517,1.778,1.426,11.402,accelerometer
2032,1615480265537,1.48,1.531,9.593,accelerometer
2033,1615480265556,1.068,1.58,7.92,accelerometer
2034,1615480265574,0.978,1.516,7.676,accelerometer
2035,1615480265593,1.546,1.232,7.99,accelerometer
2036,1615480265612,1.889,1.229,8.593,accelerometer
2037,1615480265630,1.804,1.374,9.345,accelerometer
2038,1615480265650,1.691,1.333,9.653,accelerometer
2039,1615480265669,1.473,1.275,10.143,accelerometer
2040,1615480265687,1.624,1.466,10.102,accelerometer
2041,1615480265707,1.269,1.705,9.505,accelerometer
2042,1615480265726,0.641,1.798,8.646,accelerometer
2043,1615480265745,0.657,1.889,7.202,accelerometer
2044,1615480265764,0.864,2.265,8.292,accelerometer
2045,1615480265784,1.178,2.149,8.374,accelerometer
2046,1615480265803,0.901,2.302,7.605,accelerometer
2047,1615480265822,0.708,2.603,6.845,accelerometer
2048,1615480265840,0.776,2.47,7.82,accelerometer
2049,1615480265860,1.102,2.119,10.274,accelerometer
2050,1615480265879,1.381,2.05,11.967,accelerometer
2051,1615480265900,1.372,2.348,11.312,accelerometer
2052,1615480265917,1.331,2.473,9.876,accelerometer
2053,1615480265937,1.354,2.503,9.578,accelerometer
2054,1615480265956,1.102,2.485,9.766,accelerometer
2055,1615480265974,1.104,2.454,10.098,accelerometer
2056,1615480265993,1.173,2.239,10.963,accelerometer
2057,1615480266013,0.904,2.146,11.382,accelerometer
2058,1615480266030,0.837,2.009,10.318,accelerometer
2059,1615480266049,0.724,1.61,9.349,accelerometer
2060,1615480266068,0.574,1.465,9.643,accelerometer
2061,1615480266089,0.553,0.945,11.453,accelerometer
2062,1615480266106,0.85,0.584,13.993,accelerometer
2063,1615480266128,1.263,1.214,14.106,accelerometer
2064,1615480266144,1.196,1.75,10.896,accelerometer
2065,1615480266164,-0.151,1.53,7.855,accelerometer
2066,1615480266183,-1.265,0.992,6.769,accelerometer
2067,1615480266201,-1.816,0.79,7.889,accelerometer
2068,1615480266221,-1.624,0.83,9.5,accelerometer
2069,1615480266240,-1.093,1.136,10.537,accelerometer
2070,1615480266258,-0.229,1.396,11.463,accelerometer
2071,1615480266278,0.135,1.426,10.815,accelerometer
2072,1615480266296,0.175,1.344,9.166,accelerometer
2073,1615480266315,0.034,1.509,7.989,accelerometer
2074,1615480266335,0.136,1.675,7.426,accelerometer
2075,1615480266355,0.207,1.732,7.382,accelerometer
2076,1615480266372,0.017,1.857,7.712,accelerometer
2077,1615480266391,0.017,1.987,8.353,accelerometer
2078,1615480266412,0.054,2.161,8.807,accelerometer
2079,1615480266430,-0.051,2.226,8.639,accelerometer
2080,1615480266448,-0.127,2.271,8.403,accelerometer
2081,1615480266468,-0.176,2.413,8.45,accelerometer
2082,1615480266486,-0.026,2.255,9.171,accelerometer
2083,1615480266504,-0.543,2.263,9.383,accelerometer
2084,1615480266524,-0.517,2.419,8.796,accelerometer
2085,1615480266543,0.142,2.578,9.047,accelerometer
2086,1615480266561,0.762,2.345,9.773,accelerometer
2087,1615480266581,0.727,2.158,10.586,accelerometer
