num,time,x_data,y_data,z_data,name
1,1615480226961,-0.179,2.39,9.007,accelerometer
2,1615480226980,-0.81,2.314,9.378,accelerometer
3,1615480226999,-0.579,2.139,9.844,accelerometer
4,1615480227019,-0.071,2.104,9.955,accelerometer
5,1615480227038,0.355,2.151,9.536,accelerometer
6,1615480227055,0.496,2.267,9.194,accelerometer
7,1615480227075,0.523,2.379,8.943,accelerometer
8,1615480227094,0.419,2.441,9.077,accelerometer
9,1615480227113,0.101,2.395,9.404,accelerometer
10,1615480227132,-0.468,2.468,9.894,accelerometer
11,1615480227151,-0.382,2.429,9.793,accelerometer
12,1615480227171,0.05,2.301,9.501,accelerometer
13,1615480227189,0.425,2.262,9.261,accelerometer
14,1615480227209,0.519,2.328,9.107,accelerometer
15,1615480227227,0.477,2.252,9.05,accelerometer
16,1615480227249,0.272,2.24,8.902,accelerometer
17,1615480227265,0.09,2.399,8.838,accelerometer
18,1615480227284,0.176,2.429,8.929,accelerometer
19,1615480227304,0.563,2.225,9.276,accelerometer
20,1615480227322,0.836,1.945,9.633,accelerometer
21,1615480227341,0.933,1.762,9.745,accelerometer
22,1615480227360,0.601,1.799,9.788,accelerometer
23,1615480227379,-0.01,2.046,9.71,accelerometer
24,1615480227398,-0.061,1.887,9.486,accelerometer
25,1615480227417,0.473,1.591,9.474,accelerometer
26,1615480227436,0.669,1.538,9.786,accelerometer
27,1615480227458,0.738,1.736,9.592,accelerometer
28,1615480227475,0.858,1.657,9.737,accelerometer
29,1615480227495,0.924,1.644,9.896,accelerometer
30,1615480227517,1.115,1.634,10.188,accelerometer
31,1615480227531,1.139,1.642,10.509,accelerometer
32,1615480227553,1.012,1.613,10.543,accelerometer
33,1615480227569,0.887,1.656,10.131,accelerometer
34,1615480227593,0.975,1.794,9.591,accelerometer
35,1615480227608,1.12,2.026,9.411,accelerometer
36,1615480227627,0.987,2.06,9.608,accelerometer
37,1615480227646,0.438,1.987,10.291,accelerometer
38,1615480227665,0.083,1.982,10.478,accelerometer
39,1615480227686,0.191,2.017,10.598,accelerometer
40,1615480227707,0.693,2.164,10.293,accelerometer
41,1615480227722,1.573,2.358,9.105,accelerometer
42,1615480227745,1.985,1.731,8.867,accelerometer
43,1615480227764,2.163,2.822,9.713,accelerometer
44,1615480227779,2.016,3.397,9.285,accelerometer
45,1615480227803,2.125,1.417,6.48,accelerometer
46,1615480227817,3.067,-1.07,7.085,accelerometer
47,1615480227840,4.159,-0.029,11.352,accelerometer
48,1615480227858,2.341,1.492,13.171,accelerometer
49,1615480227874,-0.997,0.122,11.733,accelerometer
50,1615480227896,-1.241,-1.241,10.202,accelerometer
51,1615480227915,0.614,-1.448,6.172,accelerometer
52,1615480227934,4.016,-1.836,11.615,accelerometer
53,1615480227954,4.312,-0.135,9.568,accelerometer
54,1615480227971,2.682,0.089,4.21,accelerometer
55,1615480227991,-3.618,2.017,9.132,accelerometer
56,1615480228010,-3.433,1.911,11.075,accelerometer
57,1615480228026,0.025,0.656,9.772,accelerometer
58,1615480228048,2.344,1.367,8.807,accelerometer
59,1615480228068,3.85,1.278,9.141,accelerometer
60,1615480228085,3.966,1.612,9.138,accelerometer
61,1615480228106,3.641,1.607,8.241,accelerometer
62,1615480228124,1.937,1.629,8.071,accelerometer
63,1615480228143,0.781,1.533,11.206,accelerometer
64,1615480228162,1.826,0.668,13.228,accelerometer
65,1615480228179,3.07,0.61,13.314,accelerometer
66,1615480228201,4.583,1.367,11.102,accelerometer
67,1615480228219,3.739,1.688,7.156,accelerometer
68,1615480228234,0.421,2.021,6.175,accelerometer
69,1615480228257,-0.782,1.885,9.656,accelerometer
70,1615480228276,-0.092,1.546,11.678,accelerometer
71,1615480228296,-0.188,1.537,11.28,accelerometer
72,1615480228314,0.389,1.426,9.639,accelerometer
73,1615480228329,2.033,1.523,8.341,accelerometer
74,1615480228348,2.052,1.628,8.445,accelerometer
75,1615480228367,1.013,1.714,9.117,accelerometer
76,1615480228387,0.33,1.729,9.684,accelerometer
77,1615480228406,0.818,1.716,9.391,accelerometer
78,1615480228424,1.108,1.674,9.352,accelerometer
79,1615480228446,1.898,1.606,9.745,accelerometer
80,1615480228467,2.054,1.673,9.701,accelerometer
81,1615480228482,1.25,1.774,9.251,accelerometer
82,1615480228501,0.966,1.764,9.448,accelerometer
83,1615480228523,1.284,1.789,9.951,accelerometer
84,1615480228543,1.9,1.844,9.882,accelerometer
85,1615480228558,2.591,1.932,8.671,accelerometer
86,1615480228579,1.895,2.042,7.567,accelerometer
87,1615480228597,1.223,1.982,8.692,accelerometer
88,1615480228614,1.193,1.743,9.635,accelerometer
89,1615480228636,1.561,1.688,10.024,accelerometer
90,1615480228653,1.813,1.646,10.038,accelerometer
91,1615480228674,1.732,1.548,9.765,accelerometer
92,1615480228690,1.756,1.613,10.125,accelerometer
93,1615480228710,1.713,1.71,10.335,accelerometer
94,1615480228730,1.117,1.776,9.591,accelerometer
95,1615480228747,1.254,1.798,9.303,accelerometer
96,1615480228771,1.787,1.737,9.576,accelerometer
97,1615480228789,1.944,1.756,9.518,accelerometer
98,1615480228804,1.752,1.836,9.12,accelerometer
99,1615480228826,1.519,1.921,9.133,accelerometer
100,1615480228843,1.486,1.878,9.153,accelerometer
101,1615480228861,1.71,1.835,9.014,accelerometer
102,1615480228880,1.829,1.782,9.302,accelerometer
103,1615480228899,1.896,1.722,9.399,accelerometer
104,1615480228920,1.911,1.767,9.672,accelerometer
105,1615480228940,1.914,1.831,9.455,accelerometer
106,1615480228956,1.613,1.972,8.999,accelerometer
107,1615480228974,1.599,1.996,8.993,accelerometer
108,1615480228994,1.695,1.942,9.253,accelerometer
109,1615480229013,1.99,1.876,9.666,accelerometer
110,1615480229032,2.06,1.926,9.348,accelerometer
111,1615480229054,2.036,1.955,8.888,accelerometer
112,1615480229072,2.012,1.993,8.888,accelerometer
113,1615480229093,2.126,1.987,9.281,accelerometer
114,1615480229109,2.042,1.96,9.473,accelerometer
115,1615480229132,1.966,1.945,9.372,accelerometer
116,1615480229146,1.983,2.018,9.065,accelerometer
117,1615480229166,2.154,2.081,9.059,accelerometer
118,1615480229188,2.125,2.142,9.039,accelerometer
119,1615480229207,1.924,2.228,8.688,accelerometer
120,1615480229227,2.103,2.294,8.529,accelerometer
121,1615480229241,2.573,2.31,8.432,accelerometer
122,1615480229266,2.703,2.213,8.673,accelerometer
123,1615480229283,2.69,2.116,9.063,accelerometer
124,1615480229298,2.629,2.093,9.087,accelerometer
125,1615480229321,2.777,2.329,8.441,accelerometer
126,1615480229340,2.825,2.634,7.464,accelerometer
127,1615480229355,2.448,2.911,7.865,accelerometer
128,1615480229375,2.341,2.918,8.68,accelerometer
129,1615480229396,2.8,2.859,9.784,accelerometer
130,1615480229416,3.209,2.714,10.259,accelerometer
131,1615480229436,3.333,2.718,10.609,accelerometer
132,1615480229451,3.598,2.78,10.484,accelerometer
133,1615480229473,3.74,2.818,9.907,accelerometer
134,1615480229492,3.331,2.915,9.854,accelerometer
135,1615480229511,2.904,3.011,10.18,accelerometer
136,1615480229529,2.961,3.024,10.52,accelerometer
137,1615480229546,3.197,3.036,10.141,accelerometer
138,1615480229569,3.182,3.073,9.574,accelerometer
139,1615480229587,3.124,3.197,9.664,accelerometer
140,1615480229604,2.967,3.277,9.678,accelerometer
141,1615480229626,2.761,3.425,9.341,accelerometer
142,1615480229641,2.864,3.606,9.31,accelerometer
143,1615480229662,3.12,3.715,9.711,accelerometer
144,1615480229683,3.144,3.817,9.96,accelerometer
145,1615480229698,3.228,4.045,10.418,accelerometer
146,1615480229720,3.54,4.272,10.694,accelerometer
147,1615480229736,3.626,4.625,10.301,accelerometer
148,1615480229755,4.199,4.871,10.283,accelerometer
149,1615480229776,5.053,4.699,9.248,accelerometer
150,1615480229797,5.227,4.402,7.216,accelerometer
151,1615480229811,5.103,4.15,5.67,accelerometer
152,1615480229830,4.612,3.769,5.271,accelerometer
153,1615480229852,4.058,2.978,5.367,accelerometer
154,1615480229871,3.677,2.449,5.373,accelerometer
155,1615480229890,4.437,1.874,5.843,accelerometer
156,1615480229919,5.06,1.696,5.705,accelerometer
157,1615480229925,4.935,1.825,4.836,accelerometer
158,1615480229945,5.105,2.419,4.772,accelerometer
159,1615480229963,7.23,2.954,6.014,accelerometer
160,1615480229983,10.126,2.601,7.75,accelerometer
161,1615480230002,12.153,1.861,9.208,accelerometer
162,1615480230021,12.728,2.16,10.993,accelerometer
163,1615480230040,10.923,3.516,10.862,accelerometer
164,1615480230058,9.2,4.113,8.594,accelerometer
165,1615480230077,8.135,3.958,6.804,accelerometer
166,1615480230096,7.014,3.776,5.719,accelerometer
167,1615480230114,6.133,3.462,5.138,accelerometer
168,1615480230133,5.48,3.582,4.101,accelerometer
169,1615480230152,4.82,3.952,3.384,accelerometer
170,1615480230171,4.585,3.842,3.913,accelerometer
171,1615480230195,4.25,3.782,4.854,accelerometer
172,1615480230210,4.043,3.648,5.428,accelerometer
173,1615480230234,3.596,3.695,5.101,accelerometer
174,1615480230247,3.586,3.569,4.384,accelerometer
175,1615480230267,4.841,2.627,4.363,accelerometer
176,1615480230286,3.925,4.092,4.752,accelerometer
177,1615480230306,4.076,4.851,5.127,accelerometer
178,1615480230329,4.756,4.881,5.826,accelerometer
179,1615480230345,4.863,4.431,5.408,accelerometer
180,1615480230363,3.908,4.933,4.283,accelerometer
181,1615480230386,4.892,5.614,5.031,accelerometer
182,1615480230401,6.018,5.663,6.108,accelerometer
183,1615480230422,6.297,6.118,7.446,accelerometer
184,1615480230442,6.963,5.597,8.659,accelerometer
185,1615480230459,6.136,6.335,8.888,accelerometer
186,1615480230478,5.356,6.467,8.783,accelerometer
187,1615480230496,6.01,5.796,9.8,accelerometer
188,1615480230516,7.131,5.364,11.199,accelerometer
189,1615480230535,7.345,5.53,12.051,accelerometer
190,1615480230557,6.976,5.02,11.021,accelerometer
191,1615480230570,6.671,4.887,9.622,accelerometer
192,1615480230592,7.678,5.179,8.764,accelerometer
193,1615480230610,7.231,4.736,8.793,accelerometer
194,1615480230631,6.348,4.44,7.685,accelerometer
195,1615480230650,5.224,4.097,6.582,accelerometer
196,1615480230667,3.791,3.917,5.891,accelerometer
197,1615480230685,3.266,3.559,5.473,accelerometer
198,1615480230708,3.747,3.328,5.335,accelerometer
199,1615480230723,3.91,3.435,4.49,accelerometer
200,1615480230744,3.576,3.513,3.899,accelerometer
201,1615480230766,3.211,3.574,4.038,accelerometer
202,1615480230784,3.343,3.708,4.502,accelerometer
203,1615480230804,3.85,3.863,4.605,accelerometer
204,1615480230820,4.367,3.984,5.101,accelerometer
205,1615480230841,4.463,4.036,5.562,accelerometer
206,1615480230856,4.482,4.019,5.725,accelerometer
207,1615480230876,4.615,4.046,5.466,accelerometer
208,1615480230895,4.979,4.065,4.707,accelerometer
209,1615480230914,4.844,4.175,4.457,accelerometer
210,1615480230936,4.513,4.105,4.784,accelerometer
211,1615480230955,5.589,4.04,6.332,accelerometer
212,1615480230970,6.955,3.159,7.366,accelerometer
213,1615480230994,6.648,2.949,6.855,accelerometer
214,1615480231012,5.25,3.517,5.446,accelerometer
215,1615480231032,5.345,3.964,4.966,accelerometer
216,1615480231050,7.51,4.336,6.417,accelerometer
217,1615480231066,9.829,4.365,7.756,accelerometer
218,1615480231084,10.946,4.482,9.557,accelerometer
219,1615480231103,11.703,4.168,11.545,accelerometer
220,1615480231120,11.863,3.799,12.09,accelerometer
221,1615480231143,11.018,3.636,11.48,accelerometer
222,1615480231161,9.9,3.631,9.918,accelerometer
223,1615480231179,9.026,3.649,7.732,accelerometer
224,1615480231202,8.261,3.556,6.409,accelerometer
225,1615480231217,6.979,3.36,5.397,accelerometer
226,1615480231236,5.962,3.287,4.699,accelerometer
227,1615480231257,5.313,3.118,4.333,accelerometer
228,1615480231273,4.924,2.956,3.903,accelerometer
229,1615480231295,4.484,2.803,4.015,accelerometer
230,1615480231311,3.726,2.699,4.546,accelerometer
231,1615480231330,3.144,2.581,4.999,accelerometer
232,1615480231351,2.92,2.704,5.055,accelerometer
233,1615480231369,3.373,2.978,4.706,accelerometer
234,1615480231388,4.353,3.323,4.485,accelerometer
235,1615480231406,4.693,3.967,4.061,accelerometer
236,1615480231426,5.163,4.639,4.101,accelerometer
237,1615480231445,6.517,5.274,5.301,accelerometer
238,1615480231464,7.573,5.454,6.712,accelerometer
239,1615480231483,7.213,5.182,8.779,accelerometer
240,1615480231502,6.173,4.78,11.763,accelerometer
241,1615480231521,5.474,4.762,13.865,accelerometer
242,1615480231540,6.547,4.579,12.916,accelerometer
243,1615480231560,6.024,4.379,9.029,accelerometer
244,1615480231581,4.533,4.332,6.234,accelerometer
245,1615480231597,3.148,4.424,4.634,accelerometer
246,1615480231616,2.938,4.403,4.064,accelerometer
247,1615480231635,3.282,4.292,4.621,accelerometer
248,1615480231654,3.678,4.084,5.015,accelerometer
249,1615480231674,3.479,4.044,4.987,accelerometer
250,1615480231693,4.356,3.982,6.44,accelerometer
251,1615480231711,6.61,3.455,9.339,accelerometer
252,1615480231730,8.771,3.078,10.903,accelerometer
253,1615480231752,8.749,2.712,10.303,accelerometer
254,1615480231770,7.581,2.614,9.62,accelerometer
255,1615480231791,6.888,2.489,9.306,accelerometer
256,1615480231810,5.806,2.405,9.184,accelerometer
257,1615480231828,4.685,2.548,8.839,accelerometer
258,1615480231848,4.102,2.691,7.673,accelerometer
259,1615480231867,4.041,2.925,6.26,accelerometer
260,1615480231880,3.913,3.194,5.207,accelerometer
261,1615480231903,3.834,3.366,4.289,accelerometer
262,1615480231922,3.789,3.59,3.855,accelerometer
263,1615480231938,4.458,3.645,3.81,accelerometer
264,1615480231962,5.013,3.627,3.536,accelerometer
265,1615480231979,5.425,3.869,3.811,accelerometer
266,1615480231999,5.216,4.611,4.634,accelerometer
267,1615480232018,4.909,4.646,5.574,accelerometer
268,1615480232034,4.865,4.474,6.526,accelerometer
269,1615480232053,5.159,4.706,7.352,accelerometer
270,1615480232074,5.633,4.779,7.716,accelerometer
271,1615480232091,7.057,4.711,7.306,accelerometer
272,1615480232109,8.714,4.564,6.792,accelerometer
273,1615480232130,8.118,4.807,6.104,accelerometer
274,1615480232147,6.705,5.198,6.193,accelerometer
275,1615480232169,6.8,5.538,7.499,accelerometer
276,1615480232186,7.855,5.507,8.174,accelerometer
277,1615480232208,9.221,5.158,8.67,accelerometer
278,1615480232228,10.043,4.641,9.796,accelerometer
279,1615480232247,9.76,3.966,10.346,accelerometer
280,1615480232265,8.573,3.386,9.999,accelerometer
281,1615480232284,7.863,3.406,8.945,accelerometer
282,1615480232302,7.623,3.376,7.286,accelerometer
283,1615480232318,7.161,3.355,5.828,accelerometer
284,1615480232338,6.086,3.316,4.789,accelerometer
285,1615480232357,5.189,3.267,4.604,accelerometer
286,1615480232380,4.594,3.286,4.418,accelerometer
287,1615480232395,4.312,3.401,3.736,accelerometer
288,1615480232413,4.301,3.48,3.001,accelerometer
289,1615480232436,4.048,3.605,2.742,accelerometer
290,1615480232450,3.51,3.787,2.755,accelerometer
291,1615480232474,3.41,3.857,3.114,accelerometer
292,1615480232489,3.567,3.988,3.419,accelerometer
293,1615480232513,3.812,4.267,3.656,accelerometer
294,1615480232530,4.513,4.55,4.107,accelerometer
295,1615480232546,5.447,4.9,4.923,accelerometer
296,1615480232565,6.796,5.061,6.142,accelerometer
297,1615480232589,7.268,5.039,6.669,accelerometer
298,1615480232603,6.109,5.443,5.832,accelerometer
299,1615480232625,5.411,5.945,5.517,accelerometer
300,1615480232641,6.077,6.217,6.87,accelerometer
301,1615480232665,7.478,5.885,8.703,accelerometer
302,1615480232683,8.396,5.077,8.562,accelerometer
303,1615480232703,6.445,6.971,6.559,accelerometer
304,1615480232718,6.468,7.994,5.253,accelerometer
305,1615480232737,8.078,7.44,6.077,accelerometer
306,1615480232755,9.467,5.758,7.728,accelerometer
307,1615480232774,8.353,4.678,7.012,accelerometer
308,1615480232793,6.142,3.867,6.784,accelerometer
309,1615480232813,5.198,3.501,8.377,accelerometer
310,1615480232832,4.924,3.791,10.245,accelerometer
311,1615480232853,4.828,3.955,10.522,accelerometer
312,1615480232869,4.707,3.419,9.654,accelerometer
313,1615480232893,4.061,3.38,8.855,accelerometer
314,1615480232908,4.566,2.833,9.973,accelerometer
315,1615480232928,5.173,2.371,10.567,accelerometer
316,1615480232947,4.831,2.125,9.198,accelerometer
317,1615480232966,4.006,2.167,7.026,accelerometer
318,1615480232985,3.362,2.059,5.412,accelerometer
319,1615480233003,3.166,2.182,5.027,accelerometer
320,1615480233021,2.895,2.141,4.303,accelerometer
321,1615480233041,3.031,1.866,5.294,accelerometer
322,1615480233063,2.912,1.947,5.39,accelerometer
323,1615480233082,2.313,2.091,5.471,accelerometer
324,1615480233102,2.004,2.175,5.48,accelerometer
325,1615480233120,1.976,1.993,5.222,accelerometer
326,1615480233135,2.289,1.884,7.228,accelerometer
327,1615480233154,2.9,2.018,9.083,accelerometer
328,1615480233172,2.79,2.045,8.919,accelerometer
329,1615480233192,2.381,2.127,9.331,accelerometer
330,1615480233211,2.51,2.188,9.724,accelerometer
331,1615480233231,3.185,1.889,11.419,accelerometer
332,1615480233249,4.359,1.475,13.158,accelerometer
333,1615480233269,5.024,1.475,13.33,accelerometer
334,1615480233287,4.801,1.418,13.446,accelerometer
335,1615480233307,4.119,0.962,14.915,accelerometer
336,1615480233325,3.382,0.829,15.896,accelerometer
337,1615480233347,2.92,0.842,15.009,accelerometer
338,1615480233364,3.062,1.152,13.936,accelerometer
339,1615480233383,3.957,1.036,12.166,accelerometer
340,1615480233402,4.227,1.36,10.545,accelerometer
341,1615480233424,4.398,1.482,8.673,accelerometer
342,1615480233444,4.336,1.673,6.81,accelerometer
343,1615480233459,3.711,1.794,5.308,accelerometer
344,1615480233481,3.136,1.887,5.501,accelerometer
345,1615480233501,2.614,1.929,5.688,accelerometer
346,1615480233519,1.941,1.814,5.91,accelerometer
347,1615480233538,1.164,1.862,6.52,accelerometer
348,1615480233554,0.754,1.911,6.328,accelerometer
349,1615480233573,0.844,2.048,6.74,accelerometer
350,1615480233592,1.299,2.141,6.8,accelerometer
351,1615480233614,1.757,2.374,6.025,accelerometer
352,1615480233630,2.02,2.418,4.983,accelerometer
353,1615480233651,2.361,2.557,5.379,accelerometer
354,1615480233671,2.481,2.613,6.328,accelerometer
355,1615480233691,2.07,2.647,7.201,accelerometer
356,1615480233706,1.749,2.544,7.51,accelerometer
357,1615480233729,1.837,2.797,7.637,accelerometer
358,1615480233747,3.202,2.874,9.063,accelerometer
359,1615480233763,5.102,2.905,10.317,accelerometer
360,1615480233781,5.715,2.614,9.686,accelerometer
361,1615480233800,5.696,2.524,9.221,accelerometer
362,1615480233820,6.38,2.868,10.742,accelerometer
363,1615480233838,7.39,2.593,11.079,accelerometer
364,1615480233858,8.633,2.521,10.862,accelerometer
365,1615480233877,8.474,2.158,10.707,accelerometer
366,1615480233895,7.226,1.534,10.63,accelerometer
367,1615480233917,6.445,1.379,11.381,accelerometer
368,1615480233934,6.893,1.344,12.412,accelerometer
369,1615480233955,7.508,1.146,12.706,accelerometer
370,1615480233972,7.361,1.101,12.587,accelerometer
371,1615480233993,6.21,1.107,11.284,accelerometer
372,1615480234010,5.271,1.12,9.706,accelerometer
373,1615480234034,4.744,1.272,7.854,accelerometer
374,1615480234047,4.27,1.333,5.495,accelerometer
375,1615480234069,4.351,1.652,4.369,accelerometer
376,1615480234087,4.29,2.048,3.683,accelerometer
377,1615480234106,3.717,2.329,3.595,accelerometer
378,1615480234128,3.404,2.442,4.26,accelerometer
379,1615480234147,3.343,2.52,4.889,accelerometer
380,1615480234162,3.296,2.588,5.109,accelerometer
381,1615480234184,3.428,2.651,4.71,accelerometer
382,1615480234201,4.1,2.419,4.97,accelerometer
383,1615480234223,5.314,2.676,5.743,accelerometer
384,1615480234240,4.878,2.779,3.761,accelerometer
385,1615480234257,4.406,2.675,2.477,accelerometer
386,1615480234279,5.255,2.655,4.549,accelerometer
387,1615480234295,6.686,2.371,7.019,accelerometer
388,1615480234313,7.18,2.082,8.331,accelerometer
389,1615480234336,7.268,1.864,9.316,accelerometer
390,1615480234354,7.073,1.907,9.475,accelerometer
391,1615480234374,7.923,1.942,9.77,accelerometer
392,1615480234394,8.879,1.913,10.101,accelerometer
393,1615480234408,9.29,1.662,8.423,accelerometer
394,1615480234428,10.162,1.283,6.334,accelerometer
395,1615480234447,10.635,1.295,2.664,accelerometer
396,1615480234467,11.011,0.357,-1.073,accelerometer
397,1615480234485,10.062,0.694,1.102,accelerometer
398,1615480234504,10.885,-1.705,4.633,accelerometer
399,1615480234522,9.197,-0.963,6.34,accelerometer
400,1615480234540,7.469,0.524,6.951,accelerometer
401,1615480234558,7.886,0.319,3.456,accelerometer
402,1615480234579,8.557,0.129,3.092,accelerometer
403,1615480234596,8.21,0.422,4.687,accelerometer
404,1615480234618,7.8,0.322,5.437,accelerometer
405,1615480234639,6.955,0.526,6.391,accelerometer
406,1615480234658,6.595,0.508,6.833,accelerometer
407,1615480234673,6.637,0.55,6.645,accelerometer
408,1615480234696,6.908,0.431,3.84,accelerometer
409,1615480234711,7.375,0.586,2.864,accelerometer
410,1615480234730,8.032,0.874,4.932,accelerometer
411,1615480234751,8.932,0.931,7.064,accelerometer
412,1615480234771,8.766,1.18,7.93,accelerometer
413,1615480234789,7.649,1.231,7.366,accelerometer
414,1615480234810,6.723,1.098,6.851,accelerometer
415,1615480234825,6.819,1.001,6.645,accelerometer
416,1615480234845,7.94,1.018,7.309,accelerometer
417,1615480234866,9.179,1.122,7.527,accelerometer
418,1615480234886,10.601,1.375,7.762,accelerometer
419,1615480234905,10.956,1.02,7.741,accelerometer
420,1615480234924,10.308,0.977,6.534,accelerometer
421,1615480234939,10.077,1.22,6.234,accelerometer
422,1615480234961,9.361,1.552,7.628,accelerometer
423,1615480234978,8.904,1.567,9.624,accelerometer
424,1615480234999,8.298,1.264,11.715,accelerometer
425,1615480235018,6.716,0.797,11.856,accelerometer
426,1615480235034,5.297,0.609,10.834,accelerometer
427,1615480235052,5.45,0.839,9.901,accelerometer
428,1615480235072,6.592,1.018,9.681,accelerometer
429,1615480235091,7.949,1.02,9.607,accelerometer
430,1615480235110,8.439,0.842,9.071,accelerometer
431,1615480235129,7.778,0.73,8.066,accelerometer
432,1615480235147,6.376,0.708,7.013,accelerometer
433,1615480235171,5.511,0.594,5.922,accelerometer
434,1615480235188,4.991,0.513,4.571,accelerometer
435,1615480235204,4.534,0.512,3.747,accelerometer
436,1615480235227,4.131,0.504,3.58,accelerometer
437,1615480235246,4.012,0.49,3.187,accelerometer
438,1615480235266,4.228,0.687,2.776,accelerometer
439,1615480235281,4.521,0.689,2.325,accelerometer
440,1615480235301,4.819,0.838,2.362,accelerometer
441,1615480235324,5.322,1.0,3.098,accelerometer
442,1615480235340,5.521,1.12,3.763,accelerometer
443,1615480235361,5.777,1.354,4.22,accelerometer
444,1615480235378,6.27,1.476,4.296,accelerometer
445,1615480235399,6.686,1.596,3.636,accelerometer
446,1615480235414,7.289,1.537,3.583,accelerometer
447,1615480235434,8.519,1.713,4.96,accelerometer
448,1615480235456,9.688,1.966,6.573,accelerometer
449,1615480235472,10.079,1.918,7.335,accelerometer
450,1615480235492,10.162,2.104,6.839,accelerometer
451,1615480235509,11.046,2.35,5.713,accelerometer
452,1615480235531,11.796,2.315,5.616,accelerometer
453,1615480235549,12.829,2.348,7.557,accelerometer
454,1615480235569,13.352,2.304,10.233,accelerometer
455,1615480235585,12.104,2.054,9.604,accelerometer
456,1615480235605,11.137,1.673,8.425,accelerometer
457,1615480235625,10.691,1.72,8.636,accelerometer
458,1615480235642,9.683,1.7,7.525,accelerometer
459,1615480235663,8.744,1.422,4.69,accelerometer
460,1615480235682,7.686,1.546,2.767,accelerometer
461,1615480235701,6.625,1.497,1.105,accelerometer
462,1615480235718,6.063,1.35,-0.596,accelerometer
463,1615480235738,5.429,1.32,-1.933,accelerometer
464,1615480235759,4.967,1.425,-2.164,accelerometer
465,1615480235779,4.786,1.605,-1.542,accelerometer
466,1615480235798,4.998,1.388,-0.978,accelerometer
467,1615480235817,6.706,1.082,-0.196,accelerometer
468,1615480235837,8.464,1.02,0.32,accelerometer
469,1615480235855,9.189,1.155,0.648,accelerometer
470,1615480235876,9.448,1.152,1.794,accelerometer
471,1615480235890,9.319,1.151,3.809,accelerometer
472,1615480235912,8.758,1.401,4.465,accelerometer
473,1615480235928,8.265,2.02,4.507,accelerometer
474,1615480235948,8.389,1.981,4.857,accelerometer
475,1615480235966,8.515,2.372,5.448,accelerometer
476,1615480235986,8.783,2.774,5.702,accelerometer
477,1615480236004,9.47,2.988,5.824,accelerometer
478,1615480236024,10.75,3.166,5.801,accelerometer
479,1615480236042,12.435,3.686,5.524,accelerometer
480,1615480236066,13.985,3.773,4.317,accelerometer
481,1615480236080,15.304,3.039,3.751,accelerometer
482,1615480236102,14.777,2.087,5.325,accelerometer
483,1615480236117,12.513,1.378,7.044,accelerometer
484,1615480236136,9.54,1.181,8.035,accelerometer
485,1615480236156,7.826,1.184,7.889,accelerometer
486,1615480236174,8.255,1.32,6.822,accelerometer
487,1615480236193,9.686,1.415,5.466,accelerometer
488,1615480236212,10.543,1.367,4.371,accelerometer
489,1615480236232,10.543,1.226,4.032,accelerometer
490,1615480236250,9.898,1.149,3.784,accelerometer
491,1615480236269,8.669,1.077,3.413,accelerometer
492,1615480236288,7.409,1.07,2.873,accelerometer
493,1615480236307,6.829,1.028,2.15,accelerometer
494,1615480236326,6.69,1.03,1.474,accelerometer
495,1615480236345,6.476,0.995,0.913,accelerometer
496,1615480236364,5.914,1.056,0.645,accelerometer
497,1615480236383,5.387,1.134,0.602,accelerometer
498,1615480236402,5.165,1.159,0.832,accelerometer
499,1615480236421,4.795,1.172,1.058,accelerometer
500,1615480236439,4.292,1.249,1.427,accelerometer
501,1615480236464,4.187,1.313,1.758,accelerometer
502,1615480236482,4.626,1.267,2.65,accelerometer
503,1615480236501,5.487,1.338,4.25,accelerometer
504,1615480236521,5.77,1.625,4.26,accelerometer
505,1615480236538,6.925,1.921,3.829,accelerometer
506,1615480236556,9.001,2.153,2.964,accelerometer
507,1615480236576,11.06,2.161,2.084,accelerometer
508,1615480236593,12.083,2.238,1.141,accelerometer
509,1615480236614,12.324,2.106,0.556,accelerometer
510,1615480236634,12.964,1.909,1.483,accelerometer
511,1615480236649,13.486,1.838,3.762,accelerometer
512,1615480236673,14.568,1.8,6.274,accelerometer
513,1615480236693,14.856,1.628,7.479,accelerometer
514,1615480236710,13.921,1.334,8.184,accelerometer
515,1615480236729,13.038,0.962,9.518,accelerometer
516,1615480236743,12.737,0.919,10.8,accelerometer
517,1615480236764,11.632,1.251,9.867,accelerometer
518,1615480236785,10.147,1.396,6.156,accelerometer
519,1615480236801,8.612,1.43,2.469,accelerometer
520,1615480236820,7.369,1.523,0.431,accelerometer
521,1615480236839,6.431,1.638,-0.489,accelerometer
522,1615480236862,5.588,1.85,-0.634,accelerometer
523,1615480236876,4.799,2.04,-0.683,accelerometer
524,1615480236895,4.485,2.066,-0.773,accelerometer
525,1615480236916,5.247,1.91,-0.111,accelerometer
526,1615480236934,6.219,1.667,0.744,accelerometer
527,1615480236955,6.683,1.407,1.609,accelerometer
528,1615480236972,6.846,1.384,2.679,accelerometer
529,1615480236992,6.847,1.51,3.517,accelerometer
530,1615480237010,7.303,1.607,4.009,accelerometer
531,1615480237029,7.799,1.886,4.03,accelerometer
532,1615480237047,8.257,2.11,3.413,accelerometer
533,1615480237067,8.696,2.277,2.704,accelerometer
534,1615480237086,8.38,2.454,2.061,accelerometer
535,1615480237105,8.448,2.827,2.201,accelerometer
536,1615480237125,9.178,3.243,3.203,accelerometer
